,Nom,Age,Nationalité,General,Potentiel,Club,Valeur,Salaire
356,Soumaila Coulibaly,18,France,63,82,Borussia Dortmund,€1.1M,€2K
357,Kayky da Silva Chagas,19,Brazil,66,86,FC Paços de Ferreira,€2.4M,€17K
358,Gonçalo Esteves,18,Portugal,70,82,Estoril Praia,€3.5M,€2K
359,Garang Kuol,17,Australia,60,82,Central Coast Mariners,€775K,€500
360,Iago Aspas Juncal,34,Spain,85,85,RC Celta de Vigo,€26M,€50K
361,Callum Wilson,30,England,79,79,Newcastle United,€17M,€95K
362,Yannick Carrasco,28,Belgium,85,85,Atlético de Madrid,€54.5M,€90K
363,Andries Noppert,28,Netherlands,72,75,SC Heerenveen,€2.2M,€5K
364,Saïd Benrahma,26,Algeria,78,78,West Ham United,€15.5M,€66K
365,Matty Cash,24,Poland,79,83,Aston Villa,€23.5M,€65K
366,Reiss Nelson,22,England,73,80,Arsenal,€6M,€51K
367,Denzel Dumfries,26,Netherlands,82,84,Inter,€34.5M,€73K
368,Houssem Aouar,24,France,79,84,Olympique Lyonnais,€26.5M,€57K
369,Gregor Kobel,24,Switzerland,84,88,Borussia Dortmund,€48M,€44K
370,Noa Lang,23,Netherlands,77,84,Club Brugge KV,€21M,€25K
371,Callum Hudson-Odoi,21,England,78,84,Bayer 04 Leverkusen,€22.5M,€69K
372,Tariq Lamptey,21,Ghana,75,83,Brighton & Hove Albion,€12M,€35K
373,Jonathan Burkardt,21,Germany,76,84,1. FSV Mainz 05,€17M,€22K
375,Viktor Tsygankov,24,Ukraine,80,85,Dynamo Kyiv,€32M,€1K
376,Vitaliy Mykolenko,23,Ukraine,76,81,Everton,€10.5M,€29K
377,Alexander Bah,24,Denmark,78,83,SL Benfica,€20M,€12K
378,Jesper Lindstrøm,22,Denmark,76,84,Eintracht Frankfurt,€17M,€23K
379,Dejan Kulusevski,22,Sweden,81,86,Tottenham Hotspur,€39.5M,€105K
380,Sergiño Dest,21,United States,77,85,AC Milan,€22.5M,€71K
381,Facundo Pellistri,20,Uruguay,70,81,Manchester United,€3.5M,€35K
382,Nathan Aké,27,Netherlands,79,81,Manchester City,€18.5M,€105K
383,Chuba Akpom,26,England,72,73,Middlesbrough,€2.8M,€23K
384,Marco Asensio Willemsen,26,Spain,83,84,Real Madrid CF,€43M,€200K
385,Kalvin Phillips,26,England,81,85,Manchester City,€32M,€120K
386,Wilfred Ndidi,25,Nigeria,84,86,Leicester City,€47.5M,€105K
387,Christian Pulisic,23,United States,82,88,Chelsea,€48M,€120K
388,Oleksandr Zinchenko,25,Ukraine,79,82,Arsenal,€21.5M,€73K
389,Trevoh Chalobah,22,England,76,82,Chelsea,€11M,€64K
390,Justin Bijlow,24,Netherlands,78,85,Feyenoord,€24M,€8K
391,Milan Škriniar,27,Slovakia,86,87,Inter,€68.5M,€105K
392,Mason Mount,23,England,84,87,Chelsea,€57.5M,€130K
393,Federico Chiesa,24,Italy,84,87,Juventus,€57.5M,€140K
394,Eduard Atuesta,25,Colombia,75,82,,€0,€0
395,Takefusa Kubo,21,Japan,74,84,Real Sociedad,€9.5M,€19K
396,Leo Østigård,22,Norway,73,82,Napoli,€6.5M,€28K
397,Paulo Henrique Sampaio Filho,21,Brazil,75,81,Bayer 04 Leverkusen,€9M,€31K
398,Andreas Skov Olsen,22,Denmark,76,83,Club Brugge KV,€15M,€21K
399,Nicolás De la Cruz,25,Uruguay,78,79,River Plate,€16.5M,€19K
400,Luis Díaz,25,Colombia,84,87,Liverpool,€56M,€155K
401,Jorman Campuzano,26,Colombia,73,75,GZT Giresunspor,€3.4M,€13K
402,Diego Valencia,22,Chile,70,81,US Salernitana 1919,€3.6M,€14K
403,Mohammed Salisu,23,Ghana,77,82,Southampton,€14.5M,€41K
404,Mohamed Camara,22,Mali,77,85,AS Monaco,€22.5M,€37K
405,Brennan Johnson,21,Wales,75,85,Nottingham Forest,€12.5M,€43K
406,David Mota Teixeira Carmo,22,Portugal,77,85,FC Porto,€22M,€11K
407,Strahinja Pavlović,21,Serbia,72,82,FC Red Bull Salzburg,€4.9M,€13K
408,Fabricio Díaz,19,Uruguay,72,83,Liverpool Fútbol Club,€5M,€500
409,Moisés Ramírez,21,Ecuador,70,81,Independiente del Valle,€3.1M,€500
410,Josip Šutalo,22,Croatia,76,84,Dinamo Zagreb,€15.5M,€850
411,Mohamed-Ali Cho,18,France,72,85,Real Sociedad,€5.5M,€9K
412,Gonçalo Matias Ramos,21,Portugal,76,85,SL Benfica,€17M,€11K
413,João Mário Neto Lopes,22,Portugal,75,84,FC Porto,€12M,€10K
414,João Victor da Silva Marcelino,23,Brazil,76,84,SL Benfica,€15.5M,€11K
415,Maurits Kjaergaard,19,Denmark,68,84,FC Red Bull Salzburg,€3.1M,€6K
416,Björn Meijer,19,Netherlands,70,84,Club Brugge KV,€3.6M,€7K
417,Zidan Sertdemir,17,Denmark,62,83,Bayer 04 Leverkusen,€1.2M,€1K
418,Henrique Pereira Araújo,20,Portugal,71,85,SL Benfica,€4.5M,€7K
419,Lorenzo Lucca,21,Italy,71,82,Ajax,€4.2M,€3K
420,Olivier Giroud,35,France,82,82,AC Milan,€13M,€66K
421,Ángel Di María,34,Argentina,84,84,Juventus,€20M,€160K
422,İlkay Gündoğan,31,Germany,85,85,Manchester City,€44M,€185K
423,Xherdan Shaqiri,30,Switzerland,76,76,Chicago Fire Football Club,€7M,€9K
424,Granit Xhaka,29,Switzerland,79,79,Arsenal,€15M,€80K
425,Mauro Icardi,29,Argentina,77,77,Galatasaray SK,€10.5M,€75K
426,Geoffrey Kondogbia,29,Central African Republic,82,82,Atlético de Madrid,€29.5M,€71K
427,John Stones,28,England,83,84,Manchester City,€34.5M,€150K
428,Luke Shaw,26,England,80,81,Manchester United,€22.5M,€105K
429,Hakim Ziyech,29,Morocco,83,83,Chelsea,€35.5M,€155K
430,Jamie Vardy,35,England,84,84,Leicester City,€18M,€100K
432,Adrien Rabiot,27,France,81,81,Juventus,€27.5M,€110K
433,Piotr Zieliński,28,Poland,83,83,Napoli,€36.5M,€78K
434,Anthony Martial,26,France,80,83,Manchester United,€28M,€125K
435,Moussa Dembélé,25,France,80,83,Olympique Lyonnais,€28.5M,€73K
436,Vincenzo Grifo,29,Italy,81,81,Sport-Club Freiburg,€25.5M,€40K
437,Kingsley Coman,26,France,86,87,FC Bayern München,€80M,€105K
438,Mike Maignan,26,France,87,90,AC Milan,€80M,€90K
439,Manuel Locatelli,24,Italy,82,86,Juventus,€40M,€37K
440,Joelinton Apolinário de Lira,25,Brazil,76,79,Newcastle United,€10M,€68K
441,Maxime Lopez,24,France,78,81,U.S. Sassuolo Calcio,€19M,€30K
442,Kristoffer Ajer,24,Norway,75,83,Brentford,€11.5M,€33K
443,Guido Rodríguez,27,Argentina,81,82,Real Betis Balompié,€26.5M,€30K
444,Ousmane Dembélé,25,France,83,86,FC Barcelona,€48M,€180K
445,Mauro Arambarri,26,Uruguay,80,83,Getafe CF,€25M,€32K
446,Nahuel Molina,24,Argentina,78,84,Atlético de Madrid,€22M,€44K
447,Robin Le Normand,25,France,81,86,Real Sociedad,€34M,€36K
448,João Pedro Neves Filipe,23,Portugal,76,83,Celtic,€15M,€46K
449,Douglas Luiz Soares de Paulo,24,Brazil,78,82,Aston Villa,€18.5M,€59K
450,David Neres Campos,25,Brazil,80,83,SL Benfica,€28M,€17K
451,Daniel Schmidt,30,Japan,69,69,Sint-Truidense VV,€925K,€6K
452,Éder Gabriel Militão,24,Brazil,84,89,Real Madrid CF,€57.5M,€160K
453,Matheus Santos Carneiro Da Cunha,23,Brazil,81,86,Atlético de Madrid,€39.5M,€60K
454,Hamed Junior Traorè,22,Côte d'Ivoire,77,86,U.S. Sassuolo Calcio,€23.5M,€29K
455,Konstantinos Mavropanos,24,Greece,78,83,VfB Stuttgart,€19M,€22K
456,Oihan Sancet Tirapu,22,Spain,76,85,Athletic Club de Bilbao,€17M,€24K
457,Nayef Aguerd,26,Morocco,80,83,West Ham United,€24.5M,€70K
458,Jordan Teze,22,Netherlands,77,84,PSV,€20M,€15K
459,Khéphren Thuram,21,France,78,85,OGC Nice,€28.5M,€32K
460,Roger Ibañez Da Silva,23,Brazil,80,84,Roma,€27M,€54K
461,Milan van Ewijk,21,Netherlands,73,81,SC Heerenveen,€6.5M,€5K
462,Matheus Luiz Nunes,23,Portugal,79,86,Wolverhampton Wanderers,€35M,€73K
463,Zeno Debast,18,Belgium,66,81,RSC Anderlecht,€1.9M,€2K
464,Kaoru Mitoma,25,Japan,74,77,Brighton & Hove Albion,€5.5M,€47K
465,Facundo Torres,22,Uruguay,73,81,Orlando City Soccer Club,€7M,€7K
466,William Pacho,20,Ecuador,68,78,Royal Antwerp FC,€2.5M,€6K
467,Nnamdi Collins,18,Germany,61,82,Borussia Dortmund,€1M,€2K
468,Ansgar Knauff,20,Germany,75,83,Eintracht Frankfurt,€12.5M,€27K
469,Osman Bukari,23,Ghana,70,74,,€0,€0
470,Octavian Popescu,19,Romania,71,84,FCSB (Steaua),€4.4M,€7K
471,Elye Wahi,19,France,74,84,Montpellier Hérault SC,€9M,€14K
472,Charlie Webster,18,England,58,80,Chelsea,€650K,€5K
473,Seong Jin Kang,19,Korea Republic,63,81,FC Seoul,€1.2M,€1K
474,Andrew Omobamidele,20,Republic of Ireland,70,82,Norwich City,€3.6M,€15K
475,Stipe Biuk,19,Croatia,70,85,Hajduk Split,€3.8M,€500
476,Levi Colwill,19,England,70,84,Brighton & Hove Albion,€3.5M,€22K
477,Alfie Devine,17,England,61,84,Tottenham Hotspur,€1M,€2K
478,Ilias Akhomach Chakkour,18,Spain,67,83,FC Barcelona,€2.6M,€15K
479,Sam Obisanya,22,Nigeria,81,88,AFC Richmond,€52.5M,€55K
480,Marcelo Vieira da Silva,33,Brazil,79,79,Real Madrid CF,€9M,€125K
481,Alexandre Rodrigues da Silva,32,Brazil,71,71,Orlando City Soccer Club,€1.5M,€6K
482,Pierre-Emerick Aubameyang,33,Gabon,85,85,Chelsea,€34.5M,€180K
483,Philippe Coutinho Correia,30,Brazil,81,81,Aston Villa,€25M,€95K
484,Mario Götze,30,Germany,81,81,Eintracht Frankfurt,€25M,€38K
485,David Alaba,30,Austria,86,86,Real Madrid CF,€55.5M,€220K
486,Francisco Román Alarcón Suárez,30,Spain,82,82,Sevilla FC,€29.5M,€39K
487,Alex Oxlade-Chamberlain,28,England,77,77,Liverpool,€10.5M,€90K
488,Héctor Bellerín Moruno,27,Spain,79,80,FC Barcelona,€18.5M,€115K
489,Antonio Rüdiger,29,Germany,87,88,Real Madrid CF,€73.5M,€250K
490,Thomas Lemar,26,France,83,86,Atlético de Madrid,€47M,€74K
491,Mateus Uribe,31,Colombia,81,81,FC Porto,€21M,€19K
492,Bartłomiej Drągowski,24,Poland,76,79,Spezia,€8M,€11K
493,Marcelo Brozović,29,Croatia,86,86,Inter,€58M,€110K
494,Allan Saint-Maximin,25,France,81,83,Newcastle United,€32.5M,€95K
495,Rafael A. Ferreira Silva,29,Portugal,82,82,SL Benfica,€30.5M,€24K
496,Giovanni Di Lorenzo,28,Italy,82,82,Napoli,€27.5M,€66K
497,James Maddison,25,England,83,85,Leicester City,€45.5M,€105K
498,Lukas Klostermann,26,Germany,80,82,RB Leipzig,€23M,€53K
499,Sheraldo Becker,27,Suriname,78,78,1. FC Union Berlin,€15M,€36K
500,Borja Iglesias Quintás,29,Spain,82,82,Real Betis Balompié,€30.5M,€39K
501,Ben Godfrey,24,England,77,85,Everton,€22M,€31K
502,Presnel Kimpembe,26,France,83,86,Paris Saint-Germain,€42M,€95K
503,Luka Jović,24,Serbia,79,83,Fiorentina,€25.5M,€55K
504,Tyler Adams,23,United States,76,80,Leeds United,€10M,€29K
505,Matt Turner,28,United States,77,80,Arsenal,€9.5M,€56K
506,Álvaro Odriozola Arzalluz,26,Spain,78,80,Real Madrid CF,€16M,€115K
507,Christian Kouamé,24,Côte d'Ivoire,75,80,Fiorentina,€8.5M,€42K
508,Arnaut Danjuma,25,Netherlands,82,83,Villarreal CF,€37M,€47K
509,Yves Bissouma,25,Mali,81,86,Tottenham Hotspur,€34.5M,€88K
510,Pascal Struijk,22,Netherlands,76,82,Leeds United,€11M,€29K
511,Myron Boadu,21,Netherlands,75,83,AS Monaco,€12.5M,€34K
512,Mathías Olivera,24,Uruguay,77,83,Napoli,€15.5M,€37K
513,Matt O'Riley,21,Denmark,72,81,Celtic,€5M,€26K
514,Pedro António Pereira Gonçalves,24,Portugal,81,86,Sporting CP,€39M,€19K
515,Dominik Livaković,27,Croatia,80,83,Dinamo Zagreb,€20.5M,€1K
516,Cristian Cásseres Jr,22,Venezuela,73,81,New York Red Bulls,€6.5M,€6K
517,Enzo Loiodice,21,France,71,83,Unión Deportiva Las Palmas,€4.4M,€5K
518,Yacine Adli,21,France,75,82,AC Milan,€11.5M,€37K
519,Djed Spence,21,England,75,84,Tottenham Hotspur,€12M,€44K
520,Marcos Antonio Silva Santos,22,Brazil,73,81,Lazio,€7M,€30K
521,Aaron Hickey,20,Scotland,75,82,Brentford,€10.5M,€28K
522,Josip Stanišić,22,Croatia,72,81,FC Bayern München,€5M,€27K
523,Ladislav Krejčí,23,Czech Republic,76,84,AC Sparta Praha,€15.5M,€900
524,Taylor Harwood-Bellis,20,England,71,81,Burnley,€3.8M,€38K
525,Samuele Ricci,20,Italy,74,85,Torino F.C.,€8.5M,€23K
526,Amad Diallo,19,Côte d'Ivoire,70,83,Sunderland,€3.8M,€31K
527,Facundo Farías,19,Argentina,75,85,Club Atlético Colón,€12M,€9K
528,Santiago Simón,20,Argentina,74,84,River Plate,€9.5M,€11K
530,Adrien Truffert,20,France,76,84,Stade Rennais FC,€15.5M,€27K
531,Bilal El Khannous,18,Morocco,65,82,KRC Genk,€1.8M,€1K
532,Nathan Patterson,20,Scotland,69,82,Everton,€3.2M,€12K
533,Hannibal Mejbri,19,Tunisia,64,84,Birmingham City,€1.6M,€11K
534,Ivan Ilić,21,Serbia,76,86,Hellas Verona,€17M,€20K
535,Jesús Vázquez Alcalde,19,Spain,70,82,Valencia CF,€3.6M,€8K
536,Antwoine Hackford,18,England,59,76,Sheffield United,€575K,€2K
537,Shola Shoretire,18,England,64,83,Manchester United,€1.5M,€7K
538,Kevin Schade,20,Germany,70,83,Sport-Club Freiburg,€3.8M,€11K
539,David Datro Fofana,19,Côte d'Ivoire,67,82,Molde FK,€2.4M,€2K
540,Pedro León Sánchez Gil,34,Spain,76,76,CF Fuenlabrada,€3.5M,€9K
541,Layvin Kurzawa,29,France,75,75,Fulham,€4.9M,€57K
542,Nick Pope,30,England,82,82,Newcastle United,€20.5M,€81K
543,Tomáš Vaclík,33,Czech Republic,80,80,,€0,€0
544,Raúl Jiménez,31,Mexico,81,81,Wolverhampton Wanderers,€22M,€100K
545,Leandro Trossard,27,Belgium,79,79,Brighton & Hove Albion,€18.5M,€71K
546,Andreas Hugo Hoelgebaum Pereira,26,Brazil,76,79,Fulham,€10M,€51K
547,Frederico de Paula Santos,29,Brazil,80,80,Manchester United,€20.5M,€120K
548,Jonas Hofmann,29,Germany,81,81,Borussia Mönchengladbach,€25.5M,€40K
550,José Luís Gayà Peña,27,Spain,82,83,Valencia CF,€32M,€44K
551,Timo Werner,26,Germany,82,84,RB Leipzig,€38M,€73K
552,Niklas Süle,26,Germany,85,87,Borussia Dortmund,€59M,€72K
553,Federico Bernardeschi,28,Italy,79,79,Toronto FC,€17.5M,€12K
555,Daniel James,24,Wales,76,81,Fulham,€11.5M,€33K
556,Sebastián Villa,26,Colombia,78,79,Boca Juniors,€16.5M,€21K
557,Josip Brekalo,24,Croatia,79,85,VfL Wolfsburg,€28M,€48K
558,Ferdi Kadioglu,22,Turkey,74,80,Fenerbahçe SK,€6.5M,€39K
559,Tanguy Ndombele,25,France,79,82,Napoli,€23M,€85K
560,Ryan Sessegnon,22,England,75,83,Tottenham Hotspur,€12M,€53K
561,Jean-Philippe Mateta,25,France,76,79,Crystal Palace,€10M,€51K
562,Tomáš Souček,27,Czech Republic,81,82,West Ham United,€26.5M,€75K
563,Nikola Milenković,24,Serbia,80,85,Fiorentina,€29M,€48K
564,Patson Daka,23,Zambia,77,81,Leicester City,€15.5M,€68K
565,Illan Meslier,22,France,77,84,Leeds United,€18.5M,€25K
566,Neco Williams,21,Wales,72,82,Nottingham Forest,€5M,€25K
567,Joe Scally,19,United States,72,82,Borussia Mönchengladbach,€4.8M,€9K
568,Becir Omeragic,20,Switzerland,68,83,FC Zürich,€2.7M,€5K
569,Karamoko Dembélé,19,England,65,79,Stade Brestois 29,€1.7M,€4K
570,Odilon Kossounou,21,Côte d'Ivoire,75,84,Bayer 04 Leverkusen,€12M,€27K
571,Mohamed Ihattaren,20,Netherlands,73,83,Ajax,€6.5M,€47K
572,Alex Král,24,Czech Republic,75,80,FC Schalke 04,€8M,€18K
573,Leonidas Stergiou,20,Switzerland,67,84,FC St. Gallen 1879,€2.5M,€3K
574,Thierry Rendall Correia,23,Portugal,76,82,Valencia CF,€11M,€25K
575,Chris Richards,22,United States,74,82,Crystal Palace,€9M,€34K
576,Renan Augusto Lodi dos Santos,24,Brazil,80,85,Nottingham Forest,€29.5M,€46K
577,Aster Vranckx,19,Belgium,73,82,AC Milan,€6.5M,€18K
578,Rodrigo Riquelme Reche,22,Spain,71,82,Girona FC,€4.2M,€24K
579,Giacomo Raspadori,22,Italy,79,86,Napoli,€36M,€37K
580,Matías Viña,24,Uruguay,75,78,Roma,€7M,€39K
581,Amine Adli,22,France,74,83,Bayer 04 Leverkusen,€9.5M,€37K
582,Elia Caprile,20,Italy,69,82,Bari,€2.9M,€1K
583,Marcelino Núñez,22,Chile,71,80,Norwich City,€4.2M,€23K
584,Carlos Alcaraz,19,Argentina,71,84,Racing Club,€4.4M,€7K
585,Omar Marmoush,23,Egypt,73,81,VfL Wolfsburg,€7M,€31K
586,Márton Dárdai,20,Germany,71,82,Hertha BSC,€3.8M,€12K
587,Lesley Ugochukwu,18,France,68,81,Stade Rennais FC,€2.8M,€6K
588,Liam Delap,19,England,66,84,Stoke City,€2.2M,€17K
589,Charlie Patino,18,England,65,84,Blackpool,€1.8M,€6K
590,Kaide Gordon,17,England,62,83,Liverpool,€1.2M,€3K
592,Quentin Merlin,20,France,70,84,FC Nantes,€3.7M,€9K
593,Rareș Ilie,19,Romania,71,83,OGC Nice,€4.4M,€16K
594,Ismaël Koné,20,Canada,66,80,Club de Foot Montréal,€2.1M,€2K
595,Matthis Abline,19,France,69,84,Stade Rennais FC,€3.3M,€13K
596,Julen Jon Guerrero Landabaso,18,Spain,61,82,Real Madrid CF,€1M,€7K
597,Lewis Hall,17,England,60,80,Chelsea,€675K,€2K
598,Federico Gatti,24,Italy,75,81,Juventus,€8M,€59K
599,Serge Ngoma,16,United States,58,82,New York Red Bulls,€650K,€500
600,Andrés Iniesta Luján,37,Spain,79,79,Vissel Kobe,€5.5M,€10K
601,Képler Laveran Lima Ferreira,39,Portugal,81,81,FC Porto,€4.6M,€12K
602,Łukasz Fabiański,37,Poland,82,82,West Ham United,€3.4M,€43K
603,José Luis Sanmartín Mato,32,Spain,80,80,RCD Espanyol de Barcelona,€17M,€27K
604,Axel Witsel,33,Belgium,79,79,Atlético de Madrid,€8.5M,€51K
605,Javier Hernández,34,Mexico,79,79,LA Galaxy,€8.5M,€13K
606,Toby Alderweireld,33,Belgium,82,82,Royal Antwerp FC,€14.5M,€30K
607,Kieran Trippier,31,England,84,84,Newcastle United,€30.5M,€120K
608,Weverton Pereira da Silva,27,Brazil,77,77,Club Athletico Paranaense,€5.5M,€60K
609,Marco Reus,33,Germany,85,85,Borussia Dortmund,€33.5M,€78K
610,Jorge Resurrección,30,Spain,83,83,Atlético de Madrid,€34.5M,€74K
611,Wissam Ben Yedder,31,France,84,84,AS Monaco,€35.5M,€88K
612,William Silva de Carvalho,30,Portugal,81,81,Real Betis Balompié,€21.5M,€30K
613,Saúl Ñíguez Esclápez,27,Spain,80,81,Atlético de Madrid,€24M,€58K
614,Alejandro Grimaldo García,26,Spain,82,83,SL Benfica,€33M,€19K
615,Alex Nicolao Telles,29,Brazil,80,80,Sevilla FC,€18.5M,€110K
616,Anderson Souza Conceição,28,Brazil,82,82,Al Nassr,€31M,€64K
617,Alisson Ramses Becker,29,Brazil,89,90,Liverpool,€79M,€190K
618,Alex Iwobi,26,Nigeria,76,77,Everton,€9M,€37K
619,Joaquín Correa,27,Argentina,80,80,Inter,€23M,€75K
620,Alexandre Moreno Lopera,29,Spain,80,80,Real Betis Balompié,€18.5M,€29K
621,Mahmoud Dahoud,26,Germany,80,82,Borussia Dortmund,€26M,€52K
622,Corentin Tolisso,27,France,81,81,Olympique Lyonnais,€27.5M,€75K
623,Mariano Díaz Mejía,28,Dominican Republic,74,74,Real Madrid CF,€4.3M,€110K
624,Adam Armstrong,25,England,74,77,Southampton,€5.5M,€45K
625,Tosin Adarabioyo,24,England,75,82,Fulham,€10.5M,€38K
627,Breel Embolo,25,Switzerland,77,80,AS Monaco,€14M,€49K
628,Marcos Acuña,30,Argentina,85,85,Sevilla FC,€46.5M,€46K
629,Gonçalo Manuel Ganchinho Guedes,25,Portugal,82,85,Wolverhampton Wanderers,€41M,€105K
630,Konrad Laimer,25,Austria,83,84,RB Leipzig,€38.5M,€64K
631,Giorgian De Arrascaeta,21,Uruguay,73,82,Cruzeiro,€4.5M,€45K
632,Kyle Walker-Peters,25,England,78,83,Southampton,€19M,€48K
633,Leon Bailey,24,Jamaica,80,82,Aston Villa,€27.5M,€84K
634,Jarrad Branthwaite,20,England,68,84,PSV,€3M,€10K
636,Devid Eugene Bouah,20,Italy,51,63,Urbs Reggina 1914 ,€130K,€500
637,Adrián Bernabé García,21,Spain,69,82,Parma,€3.4M,€2K
638,Leo Hjelde,18,Norway,65,82,Leeds United,€1.7M,€2K
639,Reinier Jesus Carvalho,20,Brazil,70,80,Girona FC,€3.5M,€44K
640,Daryl Dike,22,United States,71,80,West Bromwich Albion,€4.2M,€21K
641,Pablo Solari,21,Argentina,74,84,River Plate,€9.5M,€11K
642,Arthur Theate,22,Belgium,76,82,Stade Rennais FC,€11M,€32K
643,Matteo Lovato,22,Italy,73,82,US Salernitana 1919,€6.5M,€17K
644,Nicolas Jackson,21,Senegal,72,81,Villarreal CF,€5.5M,€17K
645,Martin Vitík,19,Czech Republic,72,82,AC Sparta Praha,€4.7M,€500
646,Gabriel Veron Fonseca de Souza,19,Brazil,75,86,FC Porto,€12M,€7K
647,Dane Scarlett,18,England,65,85,Portsmouth,€2M,€8K
648,Ramiro Enrique,21,Argentina,71,83,Club Atlético Banfield,€4.6M,€9K
649,Iliman Ndiaye,22,Senegal,71,81,Sheffield United,€4.2M,€16K
651,Kaiky Fernandes Melo,18,Brazil,70,80,Unión Deportiva Almería,€3.1M,€4K
652,Abdoulaye Kamara,17,Guinea,60,82,Borussia Dortmund,€775K,€800
653,Vanderson de Oliveira Campos,21,Brazil,76,85,AS Monaco,€16M,€29K
654,Matteo Cancellieri,19,Italy,73,86,Lazio,€7M,€14K
655,Johan Bakayoko,19,Belgium,68,85,PSV,€3.1M,€5K
656,Roy Kent,40,England,83,83,AFC Richmond,€0,€45K
657,Dani Rojas,26,Mexico,82,83,AFC Richmond,€36.5M,€74K
658,Marcus Vincius Oliveira Alencar,19,Brazil,73,86,Arsenal,€7M,€30K
659,Kyle Hudlin,22,England,59,67,AFC Wimbledon,€500K,€3K
660,César Azpilicueta Tanco,32,Spain,82,82,Chelsea,€20M,€115K
661,Alex Sandro Lobo Silva,31,Brazil,80,80,Juventus,€15.5M,€95K
662,Thibaut Courtois,30,Belgium,90,91,Real Madrid CF,€90M,€250K
663,Josuha Guilavogui,31,France,75,75,VfL Wolfsburg,€3.9M,€35K
664,Tim Ream,34,United States,70,70,Fulham,€525K,€26K
665,Marco Verratti,29,Italy,87,87,Paris Saint-Germain,€77.5M,€155K
666,Raphaël Varane,29,France,84,85,Manchester United,€39M,€155K
667,Sergi Darder Moll,28,Spain,82,82,RCD Espanyol de Barcelona,€30.5M,€30K
668,Kurt Zouma,27,France,80,82,West Ham United,€22.5M,€70K
669,Jordan Pickford,28,England,82,84,Everton,€26M,€45K
670,Serge Gnabry,26,Germany,84,84,FC Bayern München,€46M,€90K
671,Kepa Arrizabalaga,27,Spain,81,84,Chelsea,€25.5M,€86K
